,调查年份,地域数字ID,都道府县,市町村,人口数量,人口数量男,人口数量女
14580,1980年度,25-210,滋賀県,野洲市,38144,,
14581,1980年度,25-211,滋賀県,湖南市,32729,,
14582,1980年度,25-212,滋賀県,高島市,50926,,
14583,1980年度,25-213,滋賀県,東近江市,98664,,
14584,1980年度,25-214,滋賀県,米原市,39335,,
14585,1980年度,25-383,滋賀県,日野町,21680,,
14586,1980年度,25-384,滋賀県,竜王町,10396,,
14587,1980年度,25-425,滋賀県,愛荘町,17034,,
14588,1980年度,25-441,滋賀県,豊郷町,7194,,
14589,1980年度,25-442,滋賀県,甲良町,9058,,
14590,1980年度,25-443,滋賀県,多賀町,9284,,
14591,1980年度,26-100,京都府,京都市,1480377,,
14603,1980年度,26-201,京都府,福知山市,81398,,
14604,1980年度,26-202,京都府,舞鶴市,97578,,
14605,1980年度,26-203,京都府,綾部市,42552,,
14606,1980年度,26-204,京都府,宇治市,152692,,
14607,1980年度,26-205,京都府,宮津市,28881,,
14608,1980年度,26-206,京都府,亀岡市,69410,,
14609,1980年度,26-207,京都府,城陽市,74350,,
14610,1980年度,26-208,京都府,向日市,50604,,
14611,1980年度,26-209,京都府,長岡京市,71445,,
14612,1980年度,26-210,京都府,八幡市,64882,,
14613,1980年度,26-211,京都府,京田辺市,39198,,
14614,1980年度,26-212,京都府,京丹後市,72966,,
14615,1980年度,26-213,京都府,南丹市,38215,,
14616,1980年度,26-214,京都府,木津川市,34431,,
14617,1980年度,26-303,京都府,大山崎町,16283,,
14618,1980年度,26-322,京都府,久御山町,16345,,
14619,1980年度,26-343,京都府,井手町,9258,,
14620,1980年度,26-344,京都府,宇治田原町,7180,,
14621,1980年度,26-364,京都府,笠置町,2506,,
14622,1980年度,26-365,京都府,和束町,6290,,
14623,1980年度,26-366,京都府,精華町,15334,,
14624,1980年度,26-367,京都府,南山城村,3396,,
14625,1980年度,26-407,京都府,京丹波町,19677,,
14626,1980年度,26-463,京都府,伊根町,4021,,
14627,1980年度,26-465,京都府,与謝野町,28061,,
14628,1980年度,27-100,大阪府,大阪市,2648180,,
14653,1980年度,27-140,大阪府,堺市,839421,,
14661,1980年度,27-202,大阪府,岸和田市,180317,,
14662,1980年度,27-203,大阪府,豊中市,403174,,
14663,1980年度,27-204,大阪府,池田市,101121,,
14664,1980年度,27-205,大阪府,吹田市,332418,,
14665,1980年度,27-206,大阪府,泉大津市,67474,,
14666,1980年度,27-207,大阪府,高槻市,340720,,
14667,1980年度,27-208,大阪府,貝塚市,81162,,
14668,1980年度,27-209,大阪府,守口市,165630,,
14669,1980年度,27-210,大阪府,枚方市,353358,,
14670,1980年度,27-211,大阪府,茨木市,234062,,
14671,1980年度,27-212,大阪府,八尾市,272706,,
14672,1980年度,27-213,大阪府,泉佐野市,90684,,
14673,1980年度,27-214,大阪府,富田林市,97495,,
14674,1980年度,27-215,大阪府,寝屋川市,255859,,
14675,1980年度,27-216,大阪府,河内長野市,78572,,
14676,1980年度,27-217,大阪府,松原市,135849,,
14677,1980年度,27-218,大阪府,大東市,116635,,
14678,1980年度,27-219,大阪府,和泉市,124322,,
14679,1980年度,27-220,大阪府,箕面市,104112,,
14680,1980年度,27-221,大阪府,柏原市,69836,,
14681,1980年度,27-222,大阪府,羽曳野市,103181,,
14682,1980年度,27-223,大阪府,門真市,138902,,
14683,1980年度,27-224,大阪府,摂津市,80684,,
14684,1980年度,27-225,大阪府,高石市,66815,,
14685,1980年度,27-226,大阪府,藤井寺市,63726,,
14686,1980年度,27-227,大阪府,東大阪市,521558,,
14687,1980年度,27-228,大阪府,泉南市,53324,,
14688,1980年度,27-229,大阪府,四條畷市,50582,,
14689,1980年度,27-230,大阪府,交野市,61425,,
14690,1980年度,27-231,大阪府,大阪狭山市,46508,,
14691,1980年度,27-232,大阪府,阪南市,42612,,
14692,1980年度,27-301,大阪府,島本町,24663,,
14693,1980年度,27-321,大阪府,豊能町,12471,,
14694,1980年度,27-322,大阪府,能勢町,10024,,
14695,1980年度,27-341,大阪府,忠岡町,18053,,
14696,1980年度,27-361,大阪府,熊取町,25432,,
14697,1980年度,27-362,大阪府,田尻町,7519,,
14698,1980年度,27-366,大阪府,岬町,22864,,
14699,1980年度,27-381,大阪府,太子町,8741,,
14700,1980年度,27-382,大阪府,河南町,13967,,
14701,1980年度,27-383,大阪府,千早赤阪村,7288,,
14702,1980年度,28-100,兵庫県,神戸市,1367390,,
14712,1980年度,28-201,兵庫県,姫路市,494825,,
14713,1980年度,28-202,兵庫県,尼崎市,523650,,
14714,1980年度,28-203,兵庫県,明石市,254869,,
14715,1980年度,28-204,兵庫県,西宮市,410329,,
14716,1980年度,28-205,兵庫県,洲本市,54826,,
14717,1980年度,28-206,兵庫県,芦屋市,81745,,
14718,1980年度,28-207,兵庫県,伊丹市,178228,,
14719,1980年度,28-208,兵庫県,相生市,41498,,
14720,1980年度,28-209,兵庫県,豊岡市,96448,,
14721,1980年度,28-210,兵庫県,加古川市,212233,,
14722,1980年度,28-212,兵庫県,赤穂市,51046,,
14723,1980年度,28-213,兵庫県,西脇市,46380,,
14724,1980年度,28-214,兵庫県,宝塚市,183628,,
14725,1980年度,28-215,兵庫県,三木市,78297,,
14726,1980年度,28-216,兵庫県,高砂市,85463,,
14727,1980年度,28-217,兵庫県,川西市,129834,,
14728,1980年度,28-218,兵庫県,小野市,43574,,
14729,1980年度,28-219,兵庫県,三田市,36529,,
14730,1980年度,28-220,兵庫県,加西市,51051,,
14731,1980年度,28-221,兵庫県,篠山市,41685,,
14732,1980年度,28-222,兵庫県,養父市,33979,,
14733,1980年度,28-223,兵庫県,丹波市,72982,,
14734,1980年度,28-224,兵庫県,南あわじ市,57744,,
14735,1980年度,28-225,兵庫県,朝来市,36850,,
14736,1980年度,28-226,兵庫県,淡路市,57650,,
14737,1980年度,28-227,兵庫県,宍粟市,49084,,
14738,1980年度,28-228,兵庫県,加東市,34275,,
14739,1980年度,28-229,兵庫県,たつの市,81167,,
14740,1980年度,28-301,兵庫県,猪名川町,11526,,
14741,1980年度,28-365,兵庫県,多可町,26095,,
14742,1980年度,28-381,兵庫県,稲美町,27609,,
14743,1980年度,28-382,兵庫県,播磨町,26527,,
14744,1980年度,28-442,兵庫県,市川町,15230,,
14745,1980年度,28-443,兵庫県,福崎町,18089,,
14746,1980年度,28-446,兵庫県,神河町,14401,,
14747,1980年度,28-464,兵庫県,太子町,26686,,
14748,1980年度,28-481,兵庫県,上郡町,18388,,
14749,1980年度,28-501,兵庫県,佐用町,24874,,
14750,1980年度,28-585,兵庫県,香美町,26694,,
14751,1980年度,28-586,兵庫県,新温泉町,21514,,
14752,1980年度,29-201,奈良県,奈良市,305614,,
14753,1980年度,29-202,奈良県,大和高田市,61711,,
14754,1980年度,29-203,奈良県,大和郡山市,81266,,
14755,1980年度,29-204,奈良県,天理市,64894,,
14756,1980年度,29-205,奈良県,橿原市,107316,,
14757,1980年度,29-206,奈良県,桜井市,56439,,
14758,1980年度,29-207,奈良県,五條市,40089,,
14759,1980年度,29-208,奈良県,御所市,37387,,
14760,1980年度,29-209,奈良県,生駒市,70461,,
14761,1980年度,29-210,奈良県,香芝市,36314,,
14762,1980年度,29-211,奈良県,葛城市,29546,,
14763,1980年度,29-212,奈良県,宇陀市,41101,,
14764,1980年度,29-322,奈良県,山添村,5822,,
14765,1980年度,29-342,奈良県,平群町,16854,,
14766,1980年度,29-343,奈良県,三郷町,17949,,
14767,1980年度,29-344,奈良県,斑鳩町,25754,,
14768,1980年度,29-345,奈良県,安堵町,6459,,
14769,1980年度,29-361,奈良県,川西町,9446,,
14770,1980年度,29-362,奈良県,三宅町,8560,,
14771,1980年度,29-363,奈良県,田原本町,28172,,
14772,1980年度,29-385,奈良県,曽爾村,3083,,
14773,1980年度,29-386,奈良県,御杖村,3430,,
14774,1980年度,29-401,奈良県,高取町,8909,,
14775,1980年度,29-402,奈良県,明日香村,6987,,
14776,1980年度,29-424,奈良県,上牧町,16452,,
14777,1980年度,29-425,奈良県,王寺町,17213,,
14778,1980年度,29-426,奈良県,広陵町,18427,,
14779,1980年度,29-427,奈良県,河合町,15793,,
14780,1980年度,29-441,奈良県,吉野町,15182,,
14781,1980年度,29-442,奈良県,大淀町,16510,,
14782,1980年度,29-443,奈良県,下市町,11460,,
14783,1980年度,29-444,奈良県,黒滝村,1788,,
14784,1980年度,29-446,奈良県,天川村,3207,,
14785,1980年度,29-447,奈良県,野迫川村,1121,,
14786,1980年度,29-449,奈良県,十津川村,6627,,
14787,1980年度,29-450,奈良県,下北山村,1800,,
14788,1980年度,29-451,奈良県,上北山村,1155,,
14789,1980年度,29-452,奈良県,川上村,4151,,
14790,1980年度,29-453,奈良県,東吉野村,4916,,
14791,1980年度,30-201,和歌山県,和歌山市,400802,,
14792,1980年度,30-202,和歌山県,海南市,69942,,
14793,1980年度,30-203,和歌山県,橋本市,52616,,
14794,1980年度,30-204,和歌山県,有田市,35683,,
14795,1980年度,30-205,和歌山県,御坊市,30398,,
14796,1980年度,30-206,和歌山県,田辺市,88130,,
14797,1980年度,30-207,和歌山県,新宮市,42428,,
14798,1980年度,30-208,和歌山県,紀の川市,62218,,
14799,1980年度,30-209,和歌山県,岩出市,24125,,
14800,1980年度,30-304,和歌山県,紀美野町,15625,,
14801,1980年度,30-341,和歌山県,かつらぎ町,24496,,
14802,1980年度,30-343,和歌山県,九度山町,7693,,
14803,1980年度,30-344,和歌山県,高野町,7236,,
14804,1980年度,30-361,和歌山県,湯浅町,17037,,
14805,1980年度,30-362,和歌山県,広川町,9178,,
14806,1980年度,30-366,和歌山県,有田川町,30944,,
14807,1980年度,30-381,和歌山県,美浜町,8832,,
14808,1980年度,30-382,和歌山県,日高町,6973,,
14809,1980年度,30-383,和歌山県,由良町,9468,,
14810,1980年度,30-390,和歌山県,印南町,10767,,
14811,1980年度,30-391,和歌山県,みなべ町,15390,,
14812,1980年度,30-392,和歌山県,日高川町,12274,,
14813,1980年度,30-401,和歌山県,白浜町,26002,,
14814,1980年度,30-404,和歌山県,上富田町,11835,,
14815,1980年度,30-406,和歌山県,すさみ町,7299,,
14816,1980年度,30-421,和歌山県,那智勝浦町,23006,,
14817,1980年度,30-422,和歌山県,太地町,4539,,
14818,1980年度,30-424,和歌山県,古座川町,5030,,
14819,1980年度,30-427,和歌山県,北山村,790,,
14820,1980年度,30-428,和歌山県,串本町,26256,,
14821,1980年度,31-201,鳥取県,鳥取市,184601,,
14822,1980年度,31-202,鳥取県,米子市,136053,,
14823,1980年度,31-203,鳥取県,倉吉市,57252,,
14824,1980年度,31-204,鳥取県,境港市,37278,,
14825,1980年度,31-302,鳥取県,岩美町,15969,,
14826,1980年度,31-325,鳥取県,若桜町,6633,,
14827,1980年度,31-328,鳥取県,智頭町,11504,,
14828,1980年度,31-329,鳥取県,八頭町,21303,,
14829,1980年度,31-364,鳥取県,三朝町,8771,,
14830,1980年度,31-370,鳥取県,湯梨浜町,17488,,
14831,1980年度,31-371,鳥取県,琴浦町,22150,,
14832,1980年度,31-372,鳥取県,北栄町,15772,,
14833,1980年度,31-384,鳥取県,日吉津村,2552,,
14834,1980年度,31-386,鳥取県,大山町,22356,,
14835,1980年度,31-389,鳥取県,南部町,12472,,
14836,1980年度,31-390,鳥取県,伯耆町,12071,,
14837,1980年度,31-401,鳥取県,日南町,8889,,
14838,1980年度,31-402,鳥取県,日野町,6092,,
14839,1980年度,31-403,鳥取県,江府町,5015,,
14840,1980年度,32-201,島根県,松江市,194173,,
14841,1980年度,32-202,島根県,浜田市,72130,,
14842,1980年度,32-203,島根県,出雲市,166280,,
14843,1980年度,32-204,島根県,益田市,59040,,
14844,1980年度,32-205,島根県,大田市,49570,,
14845,1980年度,32-206,島根県,安来市,49321,,
14846,1980年度,32-207,島根県,江津市,32785,,
14847,1980年度,32-209,島根県,雲南市,51477,,
14848,1980年度,32-343,島根県,奥出雲町,19057,,
14849,1980年度,32-386,島根県,飯南町,7771,,
14850,1980年度,32-441,島根県,川本町,6303,,
14851,1980年度,32-448,島根県,美郷町,8838,,
14852,1980年度,32-449,島根県,邑南町,15734,,
14853,1980年度,32-501,島根県,津和野町,13423,,
14854,1980年度,32-505,島根県,吉賀町,9415,,
14855,1980年度,32-525,島根県,海士町,3537,,
14856,1980年度,32-526,島根県,西ノ島町,4830,,
14857,1980年度,32-527,島根県,知夫村,1068,,
14858,1980年度,32-528,島根県,隠岐の島町,20043,,
14859,1980年度,33-100,岡山県,岡山市,590424,,
14864,1980年度,33-202,岡山県,倉敷市,432171,,
14865,1980年度,33-203,岡山県,津山市,106684,,
14866,1980年度,33-204,岡山県,玉野市,77803,,
14867,1980年度,33-205,岡山県,笠岡市,61917,,
14868,1980年度,33-207,岡山県,井原市,51669,,
14869,1980年度,33-208,岡山県,総社市,56865,,
14870,1980年度,33-209,岡山県,高梁市,47013,,
14871,1980年度,33-210,岡山県,新見市,44882,,
14872,1980年度,33-211,岡山県,備前市,49306,,
14873,1980年度,33-212,岡山県,瀬戸内市,37939,,
14874,1980年度,33-213,岡山県,赤磐市,37007,,
14875,1980年度,33-214,岡山県,真庭市,60586,,
14876,1980年度,33-215,岡山県,美作市,38430,,
14877,1980年度,33-216,岡山県,浅口市,39360,,
14878,1980年度,33-346,岡山県,和気町,19088,,
14879,1980年度,33-423,岡山県,早島町,10816,,
14880,1980年度,33-445,岡山県,里庄町,9038,,
14881,1980年度,33-461,岡山県,矢掛町,18400,,
14882,1980年度,33-586,岡山県,新庄村,1357,,
14883,1980年度,33-606,岡山県,鏡野町,17493,,
14884,1980年度,33-622,岡山県,勝央町,10382,,
14885,1980年度,33-623,岡山県,奈義町,7818,,
14886,1980年度,33-643,岡山県,西粟倉村,1923,,
14887,1980年度,33-663,岡山県,久米南町,7257,,
14888,1980年度,33-666,岡山県,美咲町,20029,,
14889,1980年度,33-681,岡山県,吉備中央町,15366,,
14890,1980年度,34-100,広島県,広島市,992736,,
14899,1980年度,34-202,広島県,呉市,302766,,
14900,1980年度,34-203,広島県,竹原市,36895,,
14901,1980年度,34-204,広島県,三原市,109236,,
14902,1980年度,34-205,広島県,尾道市,180901,,
14903,1980年度,34-207,広島県,福山市,425675,,
14904,1980年度,34-208,広島県,府中市,56209,,
14905,1980年度,34-209,広島県,三次市,63582,,
14906,1980年度,34-210,広島県,庄原市,53506,,
14907,1980年度,34-211,広島県,大竹市,36075,,
14908,1980年度,34-212,広島県,東広島市,120871,,
14909,1980年度,34-213,広島県,廿日市市,76592,,
14910,1980年度,34-214,広島県,安芸高田市,36984,,
14911,1980年度,34-215,広島県,江田島市,41892,,
14912,1980年度,34-302,広島県,府中町,47817,,
14913,1980年度,34-304,広島県,海田町,29934,,
14914,1980年度,34-307,広島県,熊野町,24252,,
14915,1980年度,34-309,広島県,坂町,13350,,
14916,1980年度,34-368,広島県,安芸太田町,12784,,
14917,1980年度,34-369,広島県,北広島町,23743,,
14918,1980年度,34-431,広島県,大崎上島町,15146,,
14919,1980年度,34-462,広島県,世羅町,22483,,
14920,1980年度,34-545,広島県,神石高原町,15732,,
14921,1980年度,35-201,山口県,下関市,325478,,
14922,1980年度,35-202,山口県,宇部市,176620,,
14923,1980年度,35-203,山口県,山口市,173590,,
14924,1980年度,35-204,山口県,萩市,74846,,
14925,1980年度,35-206,山口県,防府市,111468,,
14926,1980年度,35-207,山口県,下松市,54803,,
14927,1980年度,35-208,山口県,岩国市,163692,,
14928,1980年度,35-210,山口県,光市,57905,,
14929,1980年度,35-211,山口県,長門市,50892,,
14930,1980年度,35-212,山口県,柳井市,42912,,
14931,1980年度,35-213,山口県,美祢市,36907,,
14932,1980年度,35-215,山口県,周南市,166318,,
14933,1980年度,35-216,山口県,山陽小野田市,68312,,
14934,1980年度,35-305,山口県,周防大島町,32021,,
14935,1980年度,35-321,山口県,和木町,7516,,
14936,1980年度,35-341,山口県,上関町,6773,,
14937,1980年度,35-343,山口県,田布施町,16636,,
14938,1980年度,35-344,山口県,平生町,14118,,
14939,1980年度,35-502,山口県,阿武町,6272,,
14940,1980年度,36-201,徳島県,徳島市,249343,,
14941,1980年度,36-202,徳島県,鳴門市,63423,,
14942,1980年度,36-203,徳島県,小松島市,43636,,
14943,1980年度,36-204,徳島県,阿南市,82715,,
14944,1980年度,36-205,徳島県,吉野川市,48677,,
14945,1980年度,36-206,徳島県,阿波市,43823,,
14946,1980年度,36-207,徳島県,美馬市,41642,,
14947,1980年度,36-208,徳島県,三好市,47057,,
14948,1980年度,36-301,徳島県,勝浦町,7811,,
14949,1980年度,36-302,徳島県,上勝町,2918,,
14950,1980年度,36-321,徳島県,佐那河内村,3828,,
14951,1980年度,36-341,徳島県,石井町,24434,,
14952,1980年度,36-342,徳島県,神山町,11156,,
14953,1980年度,36-368,徳島県,那賀町,14360,,
14954,1980年度,36-383,徳島県,牟岐町,7697,,
14955,1980年度,36-387,徳島県,美波町,11866,,
14956,1980年度,36-388,徳島県,海陽町,14397,,
14957,1980年度,36-401,徳島県,松茂町,10196,,
14958,1980年度,36-402,徳島県,北島町,16466,,
14959,1980年度,36-403,徳島県,藍住町,19713,,
14960,1980年度,36-404,徳島県,板野町,13562,,
14961,1980年度,36-405,徳島県,上板町,12074,,
14962,1980年度,36-468,徳島県,つるぎ町,18857,,
14963,1980年度,36-489,徳島県,東みよし町,15610,,
14964,1980年度,37-201,香川県,高松市,386547,,
14965,1980年度,37-202,香川県,丸亀市,94849,,
14966,1980年度,37-203,香川県,坂出市,66290,,
14967,1980年度,37-204,香川県,善通寺市,38080,,
14968,1980年度,37-205,香川県,観音寺市,68435,,
14969,1980年度,37-206,香川県,さぬき市,55576,,
14970,1980年度,37-207,香川県,東かがわ市,43110,,
14971,1980年度,37-208,香川県,三豊市,77939,,
14972,1980年度,37-322,香川県,土庄町,21398,,
14973,1980年度,37-324,香川県,小豆島町,22170,,
